# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  2 11:43:16 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_facility like '%K2%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_facility,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
K2-18,b,K2-18 b,32.93962300,0.00009500,-0.00010000,0,0.142900,0.006000,-0.006500,0,0.200000,0.080000,-0.080000,0,,,,0,0.02807,0.00535,-0.00503,0,Mass,0.211,0.020,-0.020,0,4.11000,1.72000,-1.18000,0,0,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,34.00,4.00,-4.00,0,13.496,0.050,0,V (Johnson),12.415,,0,3457.00,39.00,-39.00,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,2457264.391440,0.000650,-0.000650,0,K2,,,,0,,,,0
K2-180,b,K2-180 b,8.86720900,0.00106800,-0.00101600,0,0.075300,0.001000,-0.001000,0,,,,0,,,,0,,,,0,,0.206,0.014,-0.014,0,,,,0,0,08h25m51.34s,126.463936,+10d14m49.1s,10.246968,204.51,1.70,-1.70,0,12.601,0.020,0,V (Johnson),12.404,,0,5358.00,65.00,-65.00,0,0.72,0.03,-0.03,0,0.72,0.01,-0.01,0,2457143.389340,0.004480,-0.004530,0,K2,4.58,0.03,-0.03,0,,,,0
K2-181,b,K2-181 b,6.89425600,0.00070400,-0.00072200,0,0.070600,0.001000,-0.001000,0,,,,0,,,,0,,,,0,,0.253,0.018,-0.018,0,,,,0,0,08h30m12.97s,127.554031,+10d54m37.1s,10.910294,364.82,5.36,-5.36,0,12.749,0.030,0,V (Johnson),12.562,,0,5608.00,91.00,-91.00,0,0.99,0.04,-0.04,0,1.07,0.02,-0.02,0,2457143.792630,0.004020,-0.004230,0,K2,4.38,0.03,-0.03,0,,,,0
K2-182,b,K2-182 b,4.73683700,0.00007900,-0.00008100,0,0.052900,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.246,0.006,-0.006,0,,,,0,0,08h40m43.28s,130.180328,+10d58m58.6s,10.982941,155.90,1.19,-1.19,0,11.997,0.060,0,V (Johnson),11.720,,0,5165.00,50.00,-50.00,0,0.88,0.02,-0.02,0,0.80,0.01,-0.01,0,2457141.206260,0.000730,-0.000720,0,K2,4.58,0.01,-0.01,0,,,,0
K2-183,b,K2-183 b,0.46926900,0.00002600,-0.00002400,0,,,,,,,,,25.034,56.232,-9.950,0,,,,,,0.232,2.276,-0.124,0,,,,,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,12.846,0.070,0,V (Johnson),12.670,,0,5519.00,88.00,-88.00,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,2457140.603390,0.001927,-0.002080,0,K2,4.43,0.03,-0.03,0,,,,0
K2-183,c,K2-183 c,10.79263500,0.00117500,-0.00105400,0,0.093200,0.001200,-0.001200,0,,,,0,,,,0,,,,0,,0.256,0.019,-0.019,0,,,,0,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,12.846,0.070,0,V (Johnson),12.670,,0,5519.00,88.00,-88.00,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,2457147.774500,0.003650,-0.003910,0,K2,4.43,0.03,-0.03,0,,,,0
K2-183,d,K2-183 d,22.63196400,0.00437100,-0.00309400,0,0.152700,0.002000,-0.002000,0,,,,0,,,,0,,,,0,,0.255,0.024,-0.024,0,,,,0,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,12.846,0.070,0,V (Johnson),12.670,,0,5519.00,88.00,-88.00,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,2457144.150640,0.005420,-0.008190,0,K2,4.43,0.03,-0.03,0,,,,0
K2-184,b,K2-184 b,16.99573100,0.00128800,-0.00129000,0,0.122900,0.000900,-0.000900,0,,,,0,,,,0,,,,0,,0.138,0.008,-0.008,0,,,,0,0,08h36m33.63s,129.140106,+14d27m43.0s,14.461936,75.79,0.33,-0.33,0,10.345,0.053,0,V (Johnson),10.130,,0,5220.00,66.00,-66.00,0,0.86,0.02,-0.02,0,0.78,0.01,-0.01,0,2457148.499050,0.002570,-0.002350,0,K2,4.59,0.01,-0.01,0,,,,0
K2-185,b,K2-185 b,10.61664600,0.00163200,-0.00180100,0,,,,,,,,,88.932,0.771,-1.862,0,,,,,,0.117,0.020,-0.010,0,,,,,0,08h41m02.32s,130.259659,+14d41m25.2s,14.690320,270.41,3.28,-3.28,0,12.215,0.040,0,V (Johnson),12.064,,0,5722.00,50.00,-50.00,0,0.98,0.03,-0.03,0,0.91,0.04,-0.03,0,2457144.737050,0.006048,-0.005448,0,K2,4.58,0.10,-0.10,0,,,,
K2-186,b,K2-186 b,41.47421900,0.00328800,-0.00431600,0,,,,,,,,,89.524,0.334,-0.592,0,,,,,,0.283,0.024,-0.015,0,,,,,0,09h01m20.39s,135.334976,+18d49m31.6s,18.825455,333.84,5.42,-5.42,0,12.307,0.020,0,V (Johnson),12.171,,0,5784.00,50.00,-50.00,0,1.02,0.02,-0.03,0,0.98,0.08,-0.04,0,2457154.845400,0.001887,-0.001972,0,K2,4.45,0.10,-0.10,0,,,,
K2-187,b,K2-187 b,0.77392000,0.00009500,-0.00009200,0,0.016400,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.116,0.012,-0.012,0,,,,0,0,08h50m05.67s,132.523605,+23d11m33.4s,23.192600,333.51,5.51,-5.51,0,13.081,0.030,0,V (Johnson),12.867,,0,5484.00,81.00,-81.00,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,2457142.643780,0.004870,-0.005170,0,K2,4.50,0.03,-0.03,0,,,,0
K2-187,c,K2-187 c,2.87204200,0.00042400,-0.00042000,0,0.039200,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.161,0.012,-0.012,0,,,,0,0,08h50m05.67s,132.523605,+23d11m33.4s,23.192600,333.51,5.51,-5.51,0,13.081,0.030,0,V (Johnson),12.867,,0,5484.00,81.00,-81.00,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,2457141.756800,0.006170,-0.006500,0,K2,4.50,0.03,-0.03,0,,,,0
K2-187,d,K2-187 d,7.14921000,0.00077600,-0.00078800,0,0.072000,0.000900,-0.000900,0,,,,0,,,,0,,,,0,,0.283,0.016,-0.016,0,,,,0,0,08h50m05.67s,132.523605,+23d11m33.4s,23.192600,333.51,5.51,-5.51,0,13.081,0.030,0,V (Johnson),12.867,,0,5484.00,81.00,-81.00,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,2457146.326100,0.004020,-0.003920,0,K2,4.50,0.03,-0.03,0,,,,0
K2-187,e,K2-187 e,13.60987800,0.00347800,-0.00278600,0,0.110600,0.001300,-0.001300,0,,,,0,,,,0,,,,0,,0.212,0.016,-0.016,0,,,,0,0,08h50m05.67s,132.523605,+23d11m33.4s,23.192600,333.51,5.51,-5.51,0,13.081,0.030,0,V (Johnson),12.867,,0,5484.00,81.00,-81.00,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,2457155.085410,0.004670,-0.004770,0,K2,4.50,0.03,-0.03,0,,,,0
K2-188,b,K2-188 b,1.74216900,0.00045700,-0.00036500,0,0.028900,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.120,0.010,-0.010,0,,,,0,0,08h39m15.27s,129.813629,+23d21m26.9s,23.357481,452.90,8.43,-8.43,0,12.646,0.030,0,V (Johnson),12.490,,0,5977.00,87.00,-87.00,0,1.06,0.03,-0.03,0,1.19,0.03,-0.03,0,2457140.476170,0.007190,-0.008320,0,K2,4.31,0.03,-0.03,0,,,,0
K2-188,c,K2-188 c,7.81025300,0.00084600,-0.00084400,0,0.078500,0.000800,-0.000800,0,,,,0,,,,0,,,,0,,0.252,0.013,-0.013,0,,,,0,0,08h39m15.27s,129.813629,+23d21m26.9s,23.357481,452.90,8.43,-8.43,0,12.646,0.030,0,V (Johnson),12.490,,0,5977.00,87.00,-87.00,0,1.06,0.03,-0.03,0,1.19,0.03,-0.03,0,2457144.854470,0.003970,-0.004190,0,K2,4.31,0.03,-0.03,0,,,,0
K2-189,b,K2-189 b,2.58830900,0.00022100,-0.00020700,0,0.036100,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.136,0.008,-0.008,0,,,,0,0,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,243.93,1.90,-1.90,0,12.399,0.212,0,V (Johnson),12.254,,0,5519.00,67.00,-67.00,0,0.94,0.03,-0.03,0,0.87,0.01,-0.01,0,2457222.143500,0.002770,-0.002800,0,K2,4.53,0.02,-0.02,0,,,,0
K2-189,c,K2-189 c,6.67919500,0.00038300,-0.00039000,0,0.068000,0.000700,-0.000700,0,,,,0,,,,0,,,,0,,0.223,0.011,-0.011,0,,,,0,0,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,243.93,1.90,-1.90,0,12.399,0.212,0,V (Johnson),12.254,,0,5519.00,67.00,-67.00,0,0.94,0.03,-0.03,0,0.87,0.01,-0.01,0,2457223.417680,0.002430,-0.002420,0,K2,4.53,0.02,-0.02,0,,,,0
K2-19,b,K2-19 b,7.91940000,0.00005000,-0.00005000,0,0.074000,0.001200,-0.001200,0,,,,,89.470,0.410,-0.410,0,,,,,,0.691,0.035,-0.035,0,,,,,1,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5.62,-5.62,0,13.000,0.010,0,V (Johnson),12.815,,0,5430.00,60.00,-60.00,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,2456813.383700,0.000300,-0.000300,0,K2,4.63,0.10,-0.10,0,,,,
K2-19,c,K2-19 c,11.90715000,0.00150000,-0.00150000,0,0.097100,0.001600,-0.001600,0,,,,,87.990,1.420,-1.990,0,,,,,,0.434,0.055,-0.039,0,,,,,1,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5.62,-5.62,0,13.000,0.010,0,V (Johnson),12.815,,0,5430.00,60.00,-60.00,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,2456817.275500,0.005100,-0.005100,0,K2,4.63,0.10,-0.10,0,,,,
K2-19,d,K2-19 d,2.50856000,0.00041000,-0.00041000,0,0.034400,0.000600,-0.000600,0,,,,,85.830,2.970,-4.740,0,,,,,,0.102,0.012,-0.012,0,,,,,1,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5.62,-5.62,0,13.000,0.010,0,V (Johnson),12.815,,0,5430.00,60.00,-60.00,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,2456808.920700,0.008600,-0.008600,0,K2,4.63,0.10,-0.10,0,,,,
K2-190,b,K2-190 b,10.09885800,0.00061900,-0.00064300,0,,,,,,,,,88.357,1.159,-2.329,0,,,,,,0.121,0.016,-0.009,0,,,,,0,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,161.42,1.14,-1.14,0,11.138,0.096,0,V (Johnson),10.959,,0,5631.00,50.00,-50.00,0,0.90,0.03,-0.04,0,0.91,0.10,-0.06,0,2457224.767920,0.002603,-0.002596,0,K2,4.38,0.10,-0.10,0,,,,
K2-190,c,K2-190 c,21.57402300,0.00573000,-0.00430200,0,,,,,,,,,88.977,0.731,-1.650,0,,,,,,0.098,0.014,-0.008,0,,,,,0,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,161.42,1.14,-1.14,0,11.138,0.096,0,V (Johnson),10.959,,0,5631.00,50.00,-50.00,0,0.90,0.03,-0.04,0,0.91,0.10,-0.06,0,2457228.692560,0.006500,-0.007313,0,K2,4.38,0.10,-0.10,0,,,,
K2-191,b,K2-191 b,2.85864600,0.00017200,-0.00017600,0,,,,,,,,,87.051,2.125,-4.900,0,,,,,,0.141,0.024,-0.012,0,,,,,0,13h26m33.40s,201.639175,-12d48m23.6s,-12.806568,289.57,2.39,-2.39,0,13.258,0.020,0,V (Johnson),12.995,,0,5176.00,50.00,-50.00,0,0.90,0.03,-0.03,0,0.84,0.04,-0.03,0,2457219.557030,0.002893,-0.002855,0,K2,4.57,0.10,-0.10,0,,,,
K2-192,b,K2-192 b,4.16281700,0.00043200,-0.00044700,0,0.049000,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.136,0.012,-0.012,0,,,,0,0,13h46m19.75s,206.582275,-11d33m22.5s,-11.556253,223.99,1.80,-1.80,0,12.704,0.040,0,V (Johnson),12.450,,0,5222.00,48.00,-48.00,0,0.90,0.01,-0.01,0,0.81,0.01,-0.01,0,2457220.444000,0.004500,-0.004380,0,K2,4.57,0.01,-0.01,0,,,,0
K2-193,b,K2-193 b,14.78688900,0.00080300,-0.00081000,0,0.118400,0.002000,-0.002100,0,,,,0,,,,0,,,,0,,0.352,0.011,-0.011,0,,,,0,0,13h40m56.89s,205.237061,-11d00m33.5s,-11.009296,416.91,3.58,-3.58,0,13.251,0.040,0,V (Johnson),13.095,,0,5817.00,173.00,-173.00,0,1.01,0.05,-0.05,0,0.98,0.02,-0.02,0,2457224.261160,0.001860,-0.001920,0,K2,4.46,0.03,-0.03,0,,,,0
K2-194,b,K2-194 b,39.72138600,0.00570400,-0.00555500,0,,,,,,,,,89.065,0.650,-1.324,0,,,,,,0.325,0.055,-0.045,0,,,,,0,13h38m26.14s,204.608932,-08d55m37.7s,-8.927150,640.65,18.58,-18.58,0,12.908,0.030,0,V (Johnson),12.838,,0,5979.00,52.00,-52.00,0,1.11,0.05,-0.03,0,1.28,0.18,-0.17,0,2457243.006970,0.004264,-0.004261,0,K2,4.21,0.10,-0.10,0,,,,
K2-195,b,K2-195 b,15.85297500,0.00120100,-0.00116800,0,0.120800,0.001600,-0.001700,0,,,,0,,,,0,,,,0,,0.279,0.011,-0.011,0,,,,0,0,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,317.83,4.15,-4.15,0,12.497,0.010,0,V (Johnson),12.324,,0,5713.00,87.00,-87.00,0,0.94,0.04,-0.04,0,0.99,0.02,-0.02,0,2457225.045630,0.002820,-0.002850,0,K2,4.42,0.03,-0.03,0,,,,0
K2-195,c,K2-195 c,28.48278600,0.00643900,-0.00731000,0,,,,,,,,,88.537,1.111,-2.691,0,,,,,,0.230,0.024,-0.013,0,,,,,0,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,317.83,4.15,-4.15,0,12.497,0.010,0,V (Johnson),12.324,,0,5713.00,87.00,-87.00,0,0.94,0.04,-0.04,0,0.99,0.02,-0.02,0,2457243.008950,0.006125,-0.005490,0,K2,4.42,0.03,-0.03,0,,,,0
K2-196,b,K2-196 b,48.32422200,0.00845700,-0.00871600,0,,,,,,,,,88.274,1.422,-2.350,0,,,,,,0.321,0.054,-0.045,0,,,,,0,13h21m49.52s,200.456345,-08d28m18.2s,-8.471721,594.09,22.29,-22.29,0,12.060,0.010,0,V (Johnson),11.927,,0,6045.00,50.00,-50.00,0,1.16,0.07,-0.05,0,1.54,0.23,-0.19,0,2457227.890720,0.005077,-0.005139,0,K2,4.08,0.10,-0.10,0,,,,
K2-197,b,K2-197 b,8.35788100,0.00071000,-0.00068600,0,0.080600,0.000600,-0.000700,0,,,,0,,,,0,,,,0,,0.228,0.014,-0.014,0,,,,0,0,13h29m34.48s,202.393661,-07d22m26.4s,-7.374002,249.59,2.37,-2.37,0,12.157,0.010,0,V (Johnson),11.994,,0,5667.00,58.00,-58.00,0,1.00,0.02,-0.02,0,0.93,0.01,-0.01,0,2457218.182480,0.003640,-0.003730,0,K2,4.50,0.02,-0.02,0,,,,0
K2-198,b,K2-198 b,17.04317900,0.00032200,-0.00030600,0,,,,,,,,,89.397,0.413,-0.595,0,,,,,,0.367,0.023,-0.015,0,,,,,0,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,110.91,0.87,-0.87,0,10.971,0.100,0,V (Johnson),10.996,,0,5262.00,50.00,-50.00,0,0.84,0.03,-0.03,0,0.78,0.03,-0.02,0,2457221.611790,0.000726,-0.000737,0,K2,4.63,0.10,-0.10,0,,,,
K2-199,b,K2-199 b,3.22533800,0.00019500,-0.00019800,0,0.038500,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.167,0.012,-0.012,0,,,,0,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,107.97,0.59,-0.59,0,12.289,0.020,0,V (Johnson),11.905,,0,4648.00,52.00,-52.00,0,0.73,0.02,-0.02,0,0.68,0.01,-0.01,0,2457221.963460,0.002650,-0.002700,0,K2,4.64,0.01,-0.01,0,,,,0
K2-199,c,K2-199 c,7.37469400,0.00030600,-0.00029100,0,0.066800,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.248,0.012,-0.012,0,,,,0,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,107.97,0.59,-0.59,0,12.289,0.020,0,V (Johnson),11.905,,0,4648.00,52.00,-52.00,0,0.73,0.02,-0.02,0,0.68,0.01,-0.01,0,2457222.930410,0.001650,-0.001690,0,K2,4.64,0.01,-0.01,0,,,,0
K2-200,b,K2-200 b,2.84988300,0.00018800,-0.00018000,0,,,,,,,,,87.968,1.440,-3.217,0,,,,,,0.122,0.013,-0.009,0,,,,,0,13h29m00.38s,202.251602,-04d36m36.8s,-4.610228,185.09,1.86,-1.86,0,12.459,0.030,0,V (Johnson),12.231,,0,5233.00,50.00,-50.00,0,0.86,0.02,-0.03,0,0.79,0.02,-0.02,0,2457218.560880,0.002936,-0.002892,0,K2,4.71,0.10,-0.10,0,,,,
K2-201,b,K2-201 b,1.05979000,0.00004300,-0.00004400,0,,,,,,,,,84.414,4.053,-6.735,0,,,,,,0.125,0.012,-0.007,0,,,,,0,19h34m14.58s,293.560730,-23d07m51.7s,-23.131035,199.05,1.67,-1.67,0,12.809,0.240,0,V (Johnson),11.943,,0,5507.00,50.00,-50.00,0,0.96,0.02,-0.02,0,0.88,0.03,-0.02,0,2457301.984150,0.001908,-0.001908,0,K2,4.68,0.10,-0.10,0,,,,
K2-201,c,K2-201 c,22.77987800,0.00195700,-0.00194700,0,,,,,,,,,89.272,0.519,-0.923,0,,,,,,0.293,0.036,-0.016,0,,,,,0,19h34m14.58s,293.560730,-23d07m51.7s,-23.131035,199.05,1.67,-1.67,0,12.809,0.240,0,V (Johnson),11.943,,0,5507.00,50.00,-50.00,0,0.96,0.02,-0.02,0,0.88,0.03,-0.02,0,2457319.783020,0.002260,-0.002151,0,K2,4.68,0.10,-0.10,0,,,,
K2-202,b,K2-202 b,3.40516400,0.00012600,-0.00012100,0,,,,,,,,,87.672,1.628,-2.945,0,,,,,,0.205,0.016,-0.012,0,,,,,0,18h53m03.43s,283.264282,-22d24m25.3s,-22.407034,302.99,2.65,-2.65,0,13.297,0.020,0,V (Johnson),13.044,,0,5491.00,58.00,-58.00,0,0.97,0.03,-0.03,0,0.91,0.05,-0.03,0,2457304.251530,0.001611,-0.001686,0,K2,4.55,0.10,-0.10,0,,,,
K2-203,b,K2-203 b,9.69510100,0.00128500,-0.00133400,0,,,,,,,,,88.430,1.152,-3.258,0,,,,,,0.122,0.025,-0.011,0,,,,,0,00h51m05.70s,12.773741,-01d11m45.2s,-1.195891,166.93,1.56,-1.56,0,12.353,0.030,0,V (Johnson),12.122,,0,5000.00,50.00,-50.00,0,0.79,0.03,-0.03,0,0.76,0.03,-0.02,0,2457396.638780,0.005765,-0.005844,0,K2,4.43,0.10,-0.10,0,,,,
K2-204,b,K2-204 b,7.05578400,0.00065000,-0.00064100,0,,,,,,,,,87.649,1.737,-3.326,0,,,,,,0.272,0.039,-0.033,0,,,,,0,01h09m31.81s,17.382523,-00d31m03.4s,-0.517620,586.87,17.76,-17.76,0,13.010,0.020,0,V (Johnson),12.889,,0,5755.00,50.00,-50.00,0,1.01,0.03,-0.03,0,1.18,0.16,-0.14,0,2457396.508620,0.003720,-0.003758,0,K2,4.23,0.10,-0.10,0,,,,
K2-205,b,K2-205 b,26.67226300,0.00416000,-0.00367600,0,,,,,,,,,89.097,0.657,-1.193,0,,,,,,0.178,0.024,-0.021,0,,,,,0,01h00m52.20s,15.217487,+00d25m33.6s,0.425996,409.95,9.10,-9.10,0,12.391,0.040,0,V (Johnson),12.251,,0,5890.00,50.00,-50.00,0,0.95,0.04,-0.04,0,1.08,0.13,-0.11,0,2457413.419140,0.004527,-0.006106,0,K2,4.25,0.10,-0.10,0,,,,
K2-206,b,K2-206 b,18.29454900,0.00172800,-0.00159900,0,,,,,,,,,89.112,0.634,-1.221,0,,,,,,0.249,0.020,-0.014,0,,,,,0,00h45m01.52s,11.256313,+00d35m35.7s,0.593257,246.14,3.10,-3.10,0,13.100,0.050,0,V (Johnson),12.827,,0,5043.00,50.00,-50.00,0,0.79,0.03,-0.03,0,0.76,0.03,-0.03,0,2457396.576610,0.003940,-0.004344,0,K2,4.46,0.10,-0.10,0,,,,
K2-207,b,K2-207 b,12.48749000,0.00120800,-0.00116200,0,,,,,,,,,88.620,0.988,-1.589,0,,,,,,0.232,0.033,-0.019,0,,,,,0,00h46m47.93s,11.699704,+00d38m26.9s,0.640796,366.84,5.62,-5.62,0,13.166,0.050,0,V (Johnson),12.969,,0,5522.00,50.00,-50.00,0,0.94,0.03,-0.03,0,0.93,0.09,-0.05,0,2457403.644590,0.003599,-0.003892,0,K2,4.41,0.10,-0.10,0,,,,
K2-208,b,K2-208 b,4.19094800,0.00023000,-0.00024800,0,,,,,,,,,88.043,1.376,-2.502,0,,,,,,0.150,0.015,-0.011,0,,,,,0,01h23m06.98s,20.779097,+00d53m21.0s,0.889177,258.76,3.20,-3.20,0,12.503,0.020,0,V (Johnson),12.314,,0,5582.00,50.00,-50.00,0,0.93,0.03,-0.03,0,0.86,0.03,-0.03,0,2457396.511640,0.002480,-0.002349,0,K2,4.62,0.10,-0.10,0,,,,
